AA
AAL
AAP
AAPL
ABBV
ABC
ABNB
ABT
ACB
ACN
ADBE
ADI
ADM
ADP
ADSK
AEO
AFL
AFRM
AG
AGNC
AI
AIG
ALB
ALGN
ALLY
AMAT
AMBA
AMC
AMD
AMGN
AMPX
AMRS
AMZN
ANET
ANF
APA
APO
APPH
APPS
APRN
APT
AR
ARDX
ASAN
ASML
ASO
ASTS
ATER
ATVI
AVGO
AVXL
AXP
AXSM
AZN
AZO
BA
BABA
BAC
BAX
BB
BBAI
BBBY
BBIG
BBWI
BBY
BDX
BEKE
BHC
BIDU
BIIB
BILI
BILL
BKKT
BKNG
BLK
BLNK
BMY
BNTX
BP
BRK.B
BROS
BTU
BUD
BURL
BX
BYND
BZFD
C
CAG
CAH
CANO
CAR
CAT
CBOE
CC
CCJ
CCL
CEI
CELH
CF
CGC
CHPT
CHTR
CHWY
CI
CLF
CLOV
CLX
CMCSA
CME
CMG
CNC
CODX
COF
COIN
COP
COST
COTY
CPB
CPNG
CRM
CROX
CRSP
CRWD
CS
CSCO
CSIQ
CSTM
CSX
CTRA
CVNA
CVS
CVX
CWH
CZR
DAL
DASH
DB
DBX
DD
DDD
DDOG
DE
DELL
DFS
DG
DHI
DHR
DIS
DISH
DKNG
DKS
DLTR
DNMR
DOCU
DOW
DPZ
DT
DVN
DWAC
EA
EBAY
EDIT
EDU
ELV
EMR
ENPH
ENVX
EOG
EPD
EQT
ET
ETSY
EVTL
EXAS
EXPE
EXPR
F
FCEL
FCX
FDX
FFIE
FISV
FITB
FIVE
FL
FOXA
FRC
FSLR
FSLY
FSR
FTCH
FUBO
FUTU
GD
GDDY
GE
GEHC
GILD
GLW
GM
GME
GNRC
GNS
GNUS
GOEV
GOLD
GOOG
GOOGL
GOOS
GOTU
GPRO
GPS
GRWG
GS
GSAT
GSK
GT
GTLB
HAL
HBI
HD
HES
HL
HLF
HOG
HON
HOOD
HPQ
HRL
HSBC
HSY
HUBS
HUM
HUT
HZNP
IBM
ILMN
IMPP
INO
INTC
INTU
IP
IQ
ISRG
IVR
JBLU
JD
JKS
JMIA
JNJ
JNPR
JPM
JWN
KEY
KGC
KHC
KKR
KLAC
KMB
KMI
KMX
KO
KR
KSS
LAC
LAZR
LCID
LEN
LI
LL
LLY
LMND
LMT
LNG
LOW
LRCX
LULU
LUMN
LUV
LVS
LYFT
M
MA
MANU
MAR
MARA
MCD
MCK
MDB
MDGL
MDLZ
MDT
MELI
MET
META
MGM
MLCO
MMAT
MMM
MNKD
MO
MOMO
MOS
MPC
MPW
MRK
MRNA
MRO
MRVL
MS
MSFT
MSTR
MTCH
MU
MULN
MVIS
NCLH
NCR
NEGG
NEM
NEOG
NET
NFLX
NIO
NKE
NKLA
NLY
NNDM
NNOX
NOC
NOK
NOV
NOW
NRGV
NSC
NTAP
NTR
NU
NUE
NVAX
NVDA
NXPI
OCGN
OKTA
OLED
OLN
ON
OPEN
ORCL
OSTK
OXY
PAA
PACW
PANW
PARA
PBR
PCG
PDD
PENN
PEP
PFE
PG
PHUN
PINS
PLTR
PLUG
PM
PNC
PPG
PRVB
PSFE
PSNY
PSX
PTON
PXD
PYPL
QCOM
QS
RACE
RAD
RBLX
RCL
RDFN
RDW
REGN
RETA
RH
RIDE
RIG
RIOT
RIVN
RKT
RNA
RNG
ROKU
ROST
RRC
RTX
RUM
RUN
SAVA
SBLK
SBUX
SCHW
SDC
SE
SEDG
SFIX
SHAK
SHEL
SHOP
SI
SIG
SIRI
SKLZ
SLB
SMCI
SMMT
SNAP
SNDL
SNOW
SNV
SO
SOFI
SOLO
SONO
SONY
SOUN
SPCE
SPGI
SPLK
SPOT
SPWR
SQ
SRPT
STEM
STNE
STNG
STX
STZ
SU
SWKS
SWN
SYY
T
TAL
TDOC
TEAM
TECK
TELL
TEVA
TFC
TGT
TGTX
THC
TJX
TLRY
TME
TMO
TMUS
TOL
TOST
TPR
TRIP
TROW
TSCO
TSLA
TSM
TTCF
TTD
TTWO
TWLO
TXN
U
UAA
UAL
UBER
ULTA
UNH
UNP
UPS
UPST
URBN
URI
USB
UWMC
V
VALE
VERU
VFC
VLO
VOD
VRTX
VZ
W
WAL
WB
WBA
WBD
WDAY
WDC
WE
WFC
WHR
WISH
WKHS
WM
WMB
WMT
WPM
WSM
WW
WYNN
X
XOM
XPEV
YETI
YPF
Z
ZIM
ZM
ZS
